Campaign_ID,Campaign_Channel,Target_Segment,Ad_Spend,Impressions,Clicks,Conversion_Rate,Average_Order_Value,Campaign_Duration_Days,Email_Open_Rate,Monthly_Revenue_Generated
CMP0580,Social Media,New Customers,150515.02,428504,6396,3.42,1974.17,29,17.86,544816.33
CMP0581,Search,Price Sensitive,205332.19,671674,17611,3.79,1932.17,79,29.6,1118379.25
CMP0582,Social Media,New Customers,58985.41,201606,3598,3.48,3750.38,45,23.12,735098.35
CMP0583,Email,Small Business,291547.34,577000,21955,6.51,4975.01,47,42.67,1557201.41
CMP0584,Email,Existing Customers,301889.47,331258,12702,7.77,4284.59,66,48.41,1627846.54
CMP0585,Display,New Customers,259112.35,888185,4745,3.88,2563.59,13,22.74,747072.4
CMP0586,Search,Existing Customers,123436.44,314687,12293,7.2,5667.54,36,42.8,1588147.97
CMP0587,Affiliate,Small Business,311425.41,552997,10409,3.16,4915.23,26,35.04,972131.27
CMP0588,Search,Price Sensitive,107748.47,278622,8892,3.94,966.51,46,22.14,878700.36
CMP0589,Social Media,High Value,133523.25,293323,5747,5.1,5847.27,30,30.48,1353050.09
CMP0590,Social Media,Price Sensitive,188161.35,807054,11864,2.54,1311.67,72,21.18,1100929.53
CMP0591,Social Media,Small Business,112064.19,377846,6726,1.95,5123.64,80,32.87,1430210.12
CMP0592,Social Media,New Customers,258605.21,792758,10712,0.5,2700.73,13,18.96,937550.86
CMP0593,Social Media,High Value,275174.92,684639,13073,5.11,4528.05,18,45.45,1284783.11
CMP0594,Social Media,High Value,364268.71,1402752,28935,4.21,6223.27,71,35.1,2006101.46
CMP0595,Search,Existing Customers,203077.34,485832,19782,7.4,4790.81,9,22.61,1595855.48
CMP0596,Display,New Customers,165528.57,654157,2029,2.37,2303.0,51,27.52,717018.97
CMP0597,Search,Small Business,332508.85,934707,34422,6.67,3785.8,36,28.17,1712904.03
CMP0598,Email,High Value,104812.85,149902,6817,8.59,6647.78,7,51.43,1617539.56
CMP0599,Social Media,Price Sensitive,113173.83,386904,4352,1.45,1171.67,77,30.99,1076678.56
CMP0600,Search,High Value,236270.63,551616,24298,8.51,7287.55,44,48.83,1457733.95
CMP0601,Social Media,Price Sensitive,337529.62,1289813,27349,1.59,2158.15,22,23.23,1078772.79
CMP0602,Email,High Value,249300.85,349717,26191,6.71,6884.21,84,54.63,2008010.41
CMP0603,Affiliate,Price Sensitive,196993.6,469555,10526,5.13,2797.04,27,32.28,1216800.49
CMP0604,Social Media,Price Sensitive,61900.88,245001,4644,0.5,2226.49,36,27.86,1099707.98
CMP0605,Affiliate,High Value,245755.35,411720,12380,6.17,6946.47,33,39.96,1752316.42
CMP0606,Affiliate,New Customers,369159.03,762116,19296,4.95,1874.93,9,32.92,1689697.31
CMP0607,Display,Price Sensitive,66310.22,291490,2726,1.83,1777.0,48,13.38,458852.78
CMP0608,Search,Existing Customers,130114.29,290120,9784,6.06,4283.05,85,39.74,1478023.46
CMP0609,Display,Small Business,199373.15,741598,3866,0.5,5731.88,41,31.36,1093954.56
CMP0610,Social Media,Existing Customers,173658.15,575948,13875,6.03,2989.59,73,23.76,1443563.57
CMP0611,Search,New Customers,105966.3,293602,8257,6.04,1904.47,66,32.29,1026082.25
CMP0612,Display,Price Sensitive,178571.69,614121,4746,0.78,1477.09,36,9.17,597297.66
CMP0613,Social Media,New Customers,45831.37,137488,1339,2.37,3541.93,33,6.86,578336.98
CMP0614,Email,High Value,192290.98,218203,12390,8.49,8271.07,29,45.4,1688974.76
CMP0615,Social Media,High Value,329610.49,916492,12678,3.39,8729.55,68,36.73,1692814.05
CMP0616,Affiliate,New Customers,37306.83,61306,1823,5.7,2853.51,53,23.8,951433.45
CMP0617,Social Media,New Customers,286867.12,975935,20297,1.34,1686.44,25,28.74,1017356.35
CMP0618,Display,Price Sensitive,239868.8,880844,10624,0.5,1486.55,43,29.29,645343.44
CMP0619,Search,Existing Customers,26873.25,74057,2469,7.23,2553.27,62,32.95,1333591.38
CMP0620,Social Media,Existing Customers,325323.63,1295373,27577,3.84,2824.11,19,41.36,1348405.3
CMP0621,Social Media,Small Business,359028.2,1242256,17370,1.79,5310.19,57,25.15,2288975.11
CMP0622,Social Media,Existing Customers,255854.39,1339416,29153,3.95,3098.62,42,39.13,1407814.64
CMP0623,Search,New Customers,92365.41,181152,5767,6.04,3002.54,63,28.29,1050303.29
CMP0624,Social Media,Price Sensitive,71914.96,395667,8303,1.34,1435.95,64,26.4,712253.37
CMP0625,Search,High Value,146897.82,354786,10260,9.0,5363.74,54,40.46,1542305.71
CMP0626,Search,Existing Customers,255658.36,676549,28261,7.13,3538.88,88,41.02,1492588.66
CMP0627,Email,Price Sensitive,306495.08,529127,27776,4.85,2098.3,31,46.64,1594427.26
CMP0628,Social Media,Price Sensitive,377824.06,1483098,28233,0.73,1529.22,10,32.2,1078926.9
CMP0629,Email,Price Sensitive,57088.58,57202,2814,5.91,2130.86,27,36.82,989291.2
CMP0630,Social Media,New Customers,238357.28,679850,10046,3.75,2090.4,9,21.49,782098.46
CMP0631,Search,Price Sensitive,427143.48,1671860,47713,4.77,1748.66,58,21.42,1739700.15
CMP0632,Display,Price Sensitive,209199.44,701750,5755,1.18,1261.22,27,27.96,1078693.75
CMP0633,Search,Existing Customers,208293.12,535643,25435,8.37,3318.53,45,31.43,1385979.9
CMP0634,Affiliate,High Value,349951.78,722390,20147,5.33,7893.71,75,38.24,1963801.2
CMP0635,Social Media,Small Business,171731.06,654932,12363,2.76,3961.13,90,28.39,1221570.54
CMP0636,Email,Small Business,16409.69,27508,1164,8.54,5441.99,74,37.78,1592196.22
CMP0637,Email,Small Business,198352.54,302918,14509,9.14,5979.79,63,46.93,1882799.02
CMP0638,Display,Small Business,151472.06,523576,2230,0.5,5568.11,35,30.68,1335000.43
CMP0639,Social Media,Price Sensitive,377934.24,1356523,38735,3.76,1613.99,75,20.73,1607353.84
CMP0640,Search,High Value,192560.37,484090,26407,10.03,5473.73,61,31.58,1661169.95
CMP0641,Display,Existing Customers,189845.51,575791,6753,3.0,2761.32,21,41.19,1486963.65
CMP0642,Social Media,New Customers,359183.24,1366913,19820,2.53,3259.74,81,23.2,1616322.82
CMP0643,Search,Existing Customers,172201.24,369273,13696,9.11,5497.13,87,36.16,1828333.13
CMP0644,Social Media,High Value,31502.53,117297,3654,5.74,10000.0,61,44.03,1844161.99
CMP0645,Social Media,High Value,173722.07,545084,14392,5.06,5104.61,10,42.94,1016949.78
CMP0646,Email,New Customers,64804.69,113845,8007,6.11,2872.93,42,40.37,1333497.75
CMP0647,Search,Price Sensitive,130607.99,337364,9428,5.88,1536.13,47,28.65,701913.85
CMP0648,Search,Price Sensitive,269953.02,1125668,32390,3.79,1811.98,57,29.46,1079904.69
CMP0649,Display,Existing Customers,241306.87,667659,7029,3.21,2978.91,15,29.1,1096536.0
CMP0650,Display,New Customers,216719.91,718948,3402,0.9,3372.84,44,20.87,985426.96
CMP0651,Email,Existing Customers,261108.22,337586,15458,10.06,2671.26,47,54.27,1892105.76
CMP0652,Search,Price Sensitive,383828.73,886439,22866,4.53,1990.95,21,26.58,935841.82
CMP0653,Email,High Value,239130.76,341227,14657,7.99,6831.24,7,53.74,1913460.14
CMP0654,Search,New Customers,361042.17,762162,31824,5.6,2563.24,27,17.16,1310701.71
CMP0655,Display,High Value,432845.16,1224562,11589,3.0,6715.65,78,45.55,1919905.13
CMP0656,Email,Existing Customers,166457.59,224793,13543,9.38,3126.22,90,47.14,1500097.78
CMP0657,Social Media,High Value,56284.45,147966,3577,6.02,10000.0,54,28.63,1543997.09
CMP0658,Social Media,New Customers,105268.09,441520,8877,2.46,1533.34,12,23.14,526574.72
CMP0659,Social Media,New Customers,113425.91,431071,6080,1.46,1820.08,81,26.96,1073431.6
CMP0660,Search,New Customers,253518.27,792218,17594,4.7,4167.09,47,30.78,1397644.22
CMP0661,Email,High Value,120172.32,155747,7651,8.58,4263.4,63,65.0,2039700.82
CMP0662,Email,Price Sensitive,255527.19,623355,17286,6.05,2116.19,90,34.25,1340906.15
CMP0663,Social Media,High Value,278983.86,726986,10685,4.22,6026.87,63,46.89,1890429.89
CMP0664,Search,Existing Customers,107214.55,214530,8517,5.74,3420.89,78,42.3,1785697.75
CMP0665,Search,Small Business,108603.34,224269,5672,7.01,4370.32,34,26.5,1383565.92
CMP0666,Search,High Value,225608.31,318786,10813,8.42,6474.53,23,43.04,1977038.84
CMP0667,Affiliate,Existing Customers,409369.97,866942,25011,6.2,4265.57,58,35.53,2018858.67
CMP0668,Affiliate,High Value,77006.26,126132,3159,5.2,6956.09,84,51.31,1345913.97
CMP0669,Search,High Value,176091.24,413898,11551,3.65,10000.0,44,38.11,1866411.15
CMP0670,Affiliate,New Customers,82214.49,206539,7121,5.2,1952.98,26,18.68,1249048.34
CMP0671,Display,New Customers,219008.36,1234838,11260,1.45,2387.48,61,24.71,515230.62
CMP0672,Affiliate,High Value,65862.68,125721,5362,6.25,7518.44,8,40.61,1536365.54
CMP0673,Affiliate,Small Business,258448.7,314341,4444,3.64,4157.27,35,28.95,1391157.36
CMP0674,Social Media,Small Business,334801.93,850109,18120,4.12,5280.54,15,31.07,1449441.45
CMP0675,Search,Small Business,160349.84,506924,17901,5.78,6584.73,44,39.23,1436796.86
CMP0676,Affiliate,Small Business,308774.6,604618,21382,6.22,3440.6,50,43.7,1831466.82
CMP0677,Search,Price Sensitive,180216.54,559874,21808,6.1,1969.52,42,34.13,1479725.09
CMP0678,Social Media,New Customers,263025.83,812905,9075,1.69,2172.55,59,12.63,995676.7
CMP0679,Search,High Value,216079.94,429530,11589,7.64,5543.57,33,39.01,1680257.58
CMP0680,Affiliate,Existing Customers,309714.02,687083,24834,5.38,2750.71,75,28.89,1377579.63
CMP0681,Display,High Value,175304.4,440343,4503,4.47,3427.55,47,36.78,1269360.95
CMP0682,Display,Price Sensitive,312840.27,1235778,10754,2.17,2435.95,54,26.53,784199.51
CMP0683,Display,Price Sensitive,266363.21,1051736,8219,0.5,945.22,61,13.1,1026473.53
CMP0684,Social Media,High Value,48825.92,132288,2071,4.07,8143.06,54,30.8,1352133.26
CMP0685,Affiliate,High Value,230135.91,341204,12828,5.67,10000.0,72,48.63,2060122.25
CMP0686,Social Media,Small Business,86382.93,257154,4151,2.2,5182.68,35,28.29,1102724.4
CMP0687,Email,New Customers,131665.02,307314,17135,7.56,3504.3,26,43.48,1493228.31
CMP0688,Affiliate,New Customers,318019.28,831742,15886,4.15,2055.89,55,34.33,1218434.63
CMP0689,Email,High Value,232412.01,383608,16557,7.96,8217.13,84,52.49,2055627.58
CMP0690,Affiliate,Existing Customers,161648.95,241968,9316,4.79,4404.93,15,40.56,1153125.83
CMP0691,Social Media,Small Business,97882.67,322911,5482,3.95,4784.0,60,39.37,1246677.81
CMP0692,Affiliate,Small Business,112198.3,237564,6611,4.26,3318.18,51,26.44,1311596.44
CMP0693,Social Media,New Customers,130903.94,577893,9105,0.97,3878.31,88,18.59,815263.95
CMP0694,Search,Small Business,242175.66,1068110,29655,7.05,7594.49,87,30.03,2241221.56
CMP0695,Email,Existing Customers,141781.94,162663,8441,11.74,4191.36,48,50.2,1332792.4
CMP0696,Email,Small Business,156319.77,153762,8488,6.93,7608.55,47,29.88,1486561.8
CMP0697,Display,High Value,165467.1,562093,5409,4.12,6192.51,61,45.48,827031.18
CMP0698,Display,Price Sensitive,183203.24,956991,5591,0.5,1237.15,57,21.66,683601.77
CMP0699,Search,New Customers,80563.79,184160,4337,6.48,2704.81,19,30.08,1041388.32
CMP0700,Affiliate,Small Business,313670.33,633866,20285,4.58,7286.23,20,34.07,1252037.67
CMP0701,Display,Small Business,234663.11,563882,3056,0.77,5944.5,48,25.66,1329712.68
CMP0702,Email,Small Business,391017.94,802262,46035,8.7,7999.68,89,50.73,2237000.6
CMP0703,Email,Price Sensitive,65242.38,128770,8411,5.06,2240.73,43,35.3,965364.9
CMP0704,Affiliate,Price Sensitive,411611.88,1034752,21254,4.01,2154.35,78,33.95,1293768.58
CMP0705,Search,Existing Customers,373188.71,695469,27425,7.33,2859.62,26,36.35,2041226.22
CMP0706,Search,Existing Customers,252208.96,595735,23419,7.1,3629.91,41,30.76,1379640.06
CMP0707,Social Media,Existing Customers,221673.94,946464,14915,6.35,2880.27,76,40.17,1639061.4
CMP0708,Search,New Customers,287371.29,770185,21490,4.88,2968.03,43,18.13,1202146.55
CMP0709,Search,New Customers,86942.39,190293,7426,6.4,2262.06,89,19.25,995731.91
CMP0710,Search,New Customers,282258.58,893620,28274,6.11,2777.77,31,28.05,1374694.11
CMP0711,Display,High Value,234649.91,492288,7039,5.73,8032.49,31,34.75,1619267.94
CMP0712,Search,New Customers,47090.39,133004,3762,3.28,2498.0,50,24.7,543484.09
CMP0713,Display,Price Sensitive,203119.97,902197,8224,1.09,2162.37,69,11.09,966843.47
CMP0714,Display,Existing Customers,330482.31,1308166,17341,2.06,5291.0,39,29.2,1278118.08
CMP0715,Affiliate,Small Business,86074.8,189169,5103,4.33,4696.36,88,37.55,1335613.02
CMP0716,Display,New Customers,108779.22,468433,1941,0.52,1948.09,33,6.04,955885.51
CMP0717,Social Media,High Value,50685.24,147444,3381,4.97,9830.1,69,23.29,1335604.08
CMP0718,Affiliate,Price Sensitive,235143.7,387330,8745,4.11,961.25,14,31.67,1019951.87
CMP0719,Search,Price Sensitive,236322.65,491870,15333,2.51,2360.75,32,17.15,1042471.4
CMP0720,Search,Existing Customers,296158.36,677384,28122,3.85,5407.38,70,32.5,1677654.75
CMP0721,Email,Small Business,387873.39,627834,23364,7.45,8084.44,77,45.81,1932863.82
CMP0722,Email,Price Sensitive,418137.48,696342,24721,7.74,1537.16,77,34.36,2038059.9
CMP0723,Social Media,New Customers,308020.66,1246445,28283,2.82,2345.98,54,14.28,1291879.45
CMP0724,Search,New Customers,129614.5,355298,12178,4.77,2975.96,21,23.46,1054201.53
CMP0725,Social Media,High Value,382058.17,1325519,43336,4.05,6766.58,89,37.33,2058627.67
CMP0726,Email,Price Sensitive,289256.53,454156,29017,6.19,1241.83,41,45.2,1536712.48
CMP0727,Display,Existing Customers,427783.86,1715361,21882,4.09,2948.9,75,36.45,1136289.52
CMP0728,Search,Price Sensitive,319377.29,877112,32221,3.84,2373.01,85,31.31,1506512.92
CMP0729,Display,Existing Customers,314895.52,1001125,9903,2.12,4111.97,57,33.72,1161455.54
CMP0730,Email,Existing Customers,299181.77,546355,23739,9.48,3326.69,53,51.1,1704164.13
CMP0731,Search,Price Sensitive,178115.93,536070,15339,3.22,1526.12,14,22.67,1291138.28
CMP0732,Display,Price Sensitive,128475.97,611358,4063,0.5,1414.07,55,26.74,577032.09
CMP0733,Email,Existing Customers,152098.92,186484,13809,6.92,4571.51,44,59.76,1543763.0
CMP0734,Affiliate,New Customers,247782.93,516862,11847,2.01,2256.07,64,21.09,1175232.64
CMP0735,Search,Price Sensitive,444233.64,1661304,33046,3.45,1401.14,47,31.26,1448188.8
CMP0736,Affiliate,Price Sensitive,166168.34,387681,11311,4.13,1706.14,63,31.24,1353663.44
CMP0737,Social Media,Small Business,445844.95,1423912,20905,2.76,4987.7,71,27.81,2334845.85
CMP0738,Search,Small Business,386883.83,1272309,49820,6.39,4122.09,63,31.15,2137695.96
CMP0739,Social Media,Existing Customers,192952.89,778851,16998,2.88,2684.97,46,28.35,1405819.38
CMP0740,Social Media,Price Sensitive,249169.05,1037804,15602,2.0,1010.65,55,32.56,1066836.23
CMP0741,Display,Existing Customers,399779.17,1265355,15348,0.97,3308.43,43,26.04,900254.47
CMP0742,Display,New Customers,112635.59,445646,2055,0.5,2332.6,16,9.4,605905.89
CMP0743,Affiliate,Price Sensitive,210737.07,474561,18911,4.61,2298.15,65,26.95,1136779.94
CMP0744,Social Media,New Customers,212386.92,574250,8033,2.76,2440.06,15,17.75,665387.69
CMP0745,Email,Small Business,260169.88,287837,9493,7.52,6175.16,22,47.25,2000112.62
CMP0746,Email,New Customers,266947.73,309065,10168,7.27,3209.83,13,42.17,1240663.49
CMP0747,Social Media,Small Business,271456.68,737450,13255,4.48,4227.23,57,30.53,1736220.97
CMP0748,Social Media,Price Sensitive,367177.27,1482719,41419,0.5,1333.75,53,32.93,1180194.76
CMP0749,Search,New Customers,106752.96,365732,8366,5.01,3788.18,78,35.81,1211025.73
CMP0750,Search,High Value,199060.15,377626,13693,7.76,6206.47,40,29.39,1780356.14
CMP0751,Affiliate,High Value,273520.81,569851,23781,5.7,7712.3,24,40.72,1918217.25
CMP0752,Display,Existing Customers,290115.52,637964,6189,3.39,3162.89,35,19.09,924148.8
CMP0753,Affiliate,Existing Customers,416424.28,1161365,44815,5.1,2878.36,27,28.57,1784004.85
CMP0754,Social Media,High Value,163628.49,552857,15230,4.37,7026.21,49,47.16,1700484.28
CMP0755,Social Media,Price Sensitive,124943.54,488961,10504,2.04,1252.4,62,24.6,789771.82
CMP0756,Search,New Customers,89728.24,243202,9758,4.19,2838.74,28,15.22,980522.57
CMP0757,Affiliate,Small Business,489104.67,1864487,128297,12.96,8443.92,86,55.37,3561542.11
CMP0758,Display,Existing Customers,179060.23,642372,6654,2.63,3324.56,83,42.26,1188810.41
CMP0759,Search,Small Business,351682.16,1079295,23212,4.09,7647.55,73,36.92,1799434.77
CMP0760,Search,Price Sensitive,190664.05,718602,20096,3.65,1738.2,69,26.61,1214558.08
CMP0761,Social Media,New Customers,117112.78,413818,6855,3.9,4256.48,46,25.94,793028.72
CMP0762,Email,Price Sensitive,384592.64,770173,39199,5.42,2533.94,66,43.3,2350398.59
CMP0763,Email,Small Business,78001.55,119482,5683,5.83,6363.02,47,51.71,1598271.55
CMP0764,Social Media,Small Business,125951.88,442863,5743,4.48,3659.96,61,25.39,1273914.41
CMP0765,Social Media,Small Business,309146.4,1094782,17179,4.14,5131.65,17,31.27,1554150.12
CMP0766,Affiliate,Existing Customers,195695.18,294208,6951,5.54,3093.08,74,36.83,1426372.74
CMP0767,Display,Price Sensitive,144297.29,696444,7463,0.5,1373.97,46,20.32,629936.02
CMP0768,Affiliate,New Customers,336118.22,834241,21943,6.49,4414.25,85,27.49,1712570.63
CMP0769,Display,New Customers,81782.42,320471,1605,0.5,3395.01,52,23.43,942386.99
CMP0770,Email,Price Sensitive,423473.43,658137,34169,4.59,3002.82,66,43.58,2052429.8
CMP0771,Email,High Value,372250.47,436449,20424,7.83,5051.99,42,53.84,2227262.54
CMP0772,Search,New Customers,181735.05,383865,14218,4.73,2738.03,12,29.31,959124.47
CMP0773,Affiliate,Existing Customers,371537.69,1073676,52080,5.59,3310.0,81,34.77,1971307.64
CMP0774,Display,Existing Customers,125577.67,350417,3153,1.71,3981.43,79,25.58,900529.0
CMP0775,Email,Price Sensitive,356342.98,615948,30350,4.23,1882.8,24,37.99,1541647.15
CMP0776,Search,Small Business,129106.49,330331,15819,5.6,3057.29,41,29.7,1214092.9
CMP0777,Affiliate,Small Business,132659.94,280199,5759,3.83,3251.21,85,26.61,1210245.07
CMP0778,Social Media,New Customers,154292.08,553237,7136,4.12,2271.76,48,19.33,1429506.4
CMP0779,Affiliate,Existing Customers,115180.4,215617,6760,5.01,3202.7,22,34.69,1197926.16
CMP0780,Social Media,New Customers,287666.03,932505,15106,2.86,3638.39,17,22.54,1007882.01
CMP0781,Search,New Customers,100763.4,238494,7178,4.45,2641.17,60,26.66,1147030.14
CMP0782,Email,Existing Customers,344346.35,586362,21216,7.07,4151.29,72,49.69,1671984.13
CMP0783,Search,Small Business,246453.15,636244,24332,5.34,5299.17,63,27.51,1472281.23
CMP0784,Affiliate,Existing Customers,106172.27,250523,9019,6.26,3499.81,89,29.8,1284898.29
CMP0785,Display,New Customers,213965.65,816543,2850,2.24,3824.93,41,24.06,989350.79
CMP0786,Search,New Customers,365699.9,1362965,42122,7.91,1764.55,70,27.26,1826660.71
CMP0787,Social Media,High Value,224922.74,397487,9132,4.11,7945.17,9,41.31,1854573.85
CMP0788,Social Media,New Customers,198775.38,640745,8139,1.45,1797.9,15,21.06,813013.52
CMP0789,Search,High Value,162539.34,709370,19842,5.95,6557.1,78,52.89,1902277.12
CMP0790,Social Media,New Customers,163384.57,594172,9273,2.6,1981.77,52,10.3,1254039.56
CMP0791,Social Media,Small Business,291777.19,1020746,17167,5.36,4027.09,90,25.69,1642217.59
CMP0792,Affiliate,Existing Customers,370109.89,504252,11783,6.33,3936.05,44,39.17,1583526.63
CMP0793,Search,New Customers,450941.3,1296909,34183,3.34,3642.01,80,26.04,1825603.98
CMP0794,Affiliate,Existing Customers,73710.38,145602,4315,3.4,2913.61,30,38.82,1343360.51
CMP0795,Social Media,High Value,127349.98,434202,8827,5.22,8300.19,80,26.64,1671027.8
CMP0796,Email,New Customers,290347.12,423594,22765,5.96,3733.69,36,31.63,1585424.48
CMP0797,Search,Small Business,51641.81,100780,3489,4.18,8175.06,36,30.52,1368542.82
CMP0798,Display,New Customers,405961.87,1508111,6825,0.5,2395.7,73,12.29,1209873.0
CMP0799,Display,High Value,207682.76,685073,6513,4.05,6725.98,35,41.22,1430876.36
CMP0800,Affiliate,Price Sensitive,267533.92,600905,13640,4.41,2098.81,30,25.84,947476.76
CMP0801,Search,New Customers,233981.36,511013,14310,5.03,2861.03,56,18.19,1311792.61
CMP0802,Email,Price Sensitive,388743.19,798864,54891,5.07,1903.58,32,38.84,1753209.56
CMP0803,Social Media,Existing Customers,225089.07,784818,13161,3.85,5257.17,56,21.7,1497723.96
CMP0804,Social Media,New Customers,157812.34,748287,14694,2.7,2352.97,79,17.57,1277588.97
CMP0805,Email,Existing Customers,49504.78,78090,4550,8.37,3275.22,89,51.2,1681659.7
CMP0806,Search,Small Business,130347.89,237541,7881,6.87,4987.28,12,37.13,1585388.81
CMP0807,Social Media,Price Sensitive,191003.81,717959,16768,2.06,1251.71,12,23.63,568654.14
CMP0808,Search,High Value,119819.79,291525,9196,8.2,8554.33,13,38.0,1568045.53
CMP0809,Search,Small Business,343823.9,760140,15851,4.71,6033.9,15,34.9,1695086.69
CMP0810,Social Media,High Value,204992.5,658524,12337,4.5,6769.99,45,44.17,1422402.02
CMP0811,Search,New Customers,46500.68,110399,3145,5.07,2814.1,52,30.95,1257292.91
CMP0812,Display,High Value,73648.03,255331,2490,4.42,6187.69,58,33.87,1295810.58
CMP0813,Affiliate,Price Sensitive,349851.78,879423,25433,3.58,1771.83,41,28.46,1424388.79
CMP0814,Email,Price Sensitive,179299.99,208204,8172,5.23,1944.19,23,35.91,873143.3
CMP0815,Affiliate,High Value,280656.87,640263,17474,5.95,6556.06,77,42.99,1815203.52
CMP0816,Search,High Value,319805.39,663940,22213,6.78,6294.75,44,28.28,2287291.43
CMP0817,Display,Price Sensitive,345435.5,1466188,10187,0.96,1666.28,22,23.92,1295818.65
CMP0818,Search,Small Business,218994.67,492910,11527,4.61,4439.83,33,34.75,1268360.37
CMP0819,Affiliate,New Customers,251566.59,717063,25680,5.32,2853.15,46,24.73,1150781.01
CMP0820,Search,Existing Customers,135955.66,304789,11732,6.58,2825.46,50,40.69,1384394.82
CMP0821,Social Media,Small Business,97095.71,349166,4505,4.09,4305.28,53,22.68,1161080.56
CMP0822,Display,New Customers,151616.34,574355,2799,2.3,1834.17,41,15.79,877992.16
CMP0823,Display,Existing Customers,255954.8,1189099,10936,2.04,3427.62,75,26.6,1280202.09
CMP0824,Email,Existing Customers,28613.32,75015,4100,7.99,2955.28,53,42.72,1362280.04
CMP0825,Email,New Customers,189673.22,336329,12226,6.16,2947.23,38,42.38,1917583.77
CMP0826,Display,Price Sensitive,377757.53,1194452,10771,2.56,1319.92,25,13.49,837288.62
CMP0827,Affiliate,Price Sensitive,300150.8,797953,31473,2.65,1166.02,27,25.14,942949.22
CMP0828,Affiliate,Existing Customers,204187.81,448304,12316,6.28,5800.87,37,45.95,1210692.01
CMP0829,Display,Existing Customers,430735.0,999359,8325,0.5,3292.8,27,33.12,1296345.89
CMP0830,Search,Existing Customers,162366.92,342932,9933,6.14,2990.51,79,36.57,1450142.96
CMP0831,Search,High Value,330974.88,752020,26297,7.04,7204.5,90,49.88,2164229.79
CMP0832,Display,New Customers,277575.08,853548,3065,0.5,1481.92,16,26.74,838974.1
CMP0833,Affiliate,Existing Customers,421298.32,750069,24217,5.95,3994.2,84,50.42,2155701.32
CMP0834,Display,Small Business,379139.25,1711887,8138,2.68,5909.94,31,16.04,1847296.71
CMP0835,Search,Small Business,347106.05,823897,36481,6.48,5097.3,52,34.42,1947785.37
CMP0836,Search,Existing Customers,416461.41,700908,24205,5.6,3128.0,10,40.12,1572039.87
CMP0837,Email,High Value,222237.91,335814,14128,10.45,5959.69,71,61.07,2140743.22
CMP0838,Display,New Customers,395611.06,1038897,5411,1.47,2748.29,34,9.78,784465.47
CMP0839,Display,Existing Customers,259962.13,751716,7712,0.97,4689.77,51,32.18,962948.48
CMP0840,Affiliate,Small Business,266676.62,400964,13941,5.28,5770.17,18,29.89,1465174.03
CMP0841,Social Media,New Customers,211788.63,635074,8869,3.34,2270.14,59,11.92,1212938.76
CMP0842,Search,Small Business,254134.95,377075,15399,5.75,3888.2,15,24.62,1228558.09
CMP0843,Affiliate,New Customers,355790.61,948498,25355,3.81,2813.49,85,31.06,1311321.86
CMP0844,Affiliate,Existing Customers,425747.72,796240,22696,8.96,4457.47,55,30.34,2041972.71
CMP0845,Email,Existing Customers,74125.99,100137,4997,7.13,4181.33,21,55.77,1170801.78
CMP0846,Social Media,New Customers,367240.91,1672127,16261,2.62,2525.64,62,18.47,1216120.51
CMP0847,Affiliate,High Value,245449.56,408065,9099,5.49,8633.39,72,52.84,1833857.65
CMP0848,Search,Existing Customers,414195.59,1177592,39729,7.12,4947.74,8,40.2,1784762.9
CMP0849,Affiliate,Existing Customers,240342.77,663643,20138,6.6,5296.89,85,41.46,1555133.22
CMP0850,Affiliate,New Customers,85105.45,192129,4628,3.9,3652.08,83,24.52,1139054.55
CMP0851,Email,New Customers,67458.26,130578,6146,7.97,3511.59,54,33.62,947720.19
CMP0852,Search,New Customers,237179.61,535614,11607,5.29,3235.01,57,33.43,1226765.29
CMP0853,Affiliate,Small Business,149721.24,336039,6267,5.11,4099.19,72,32.8,1340548.23
CMP0854,Search,New Customers,337373.95,1040928,34571,4.59,3220.86,58,34.27,1832432.54
CMP0855,Affiliate,Price Sensitive,323058.64,852231,18596,4.05,1679.9,86,33.18,1557099.36
CMP0856,Display,High Value,74713.74,261620,2238,3.65,7700.3,82,25.17,1663547.49
CMP0857,Search,High Value,91483.45,168476,7705,8.79,7500.35,10,36.47,1446976.11
CMP0858,Display,Small Business,335708.06,842109,5700,3.05,3412.46,29,22.31,1253830.0
CMP0859,Display,New Customers,220280.32,867629,4148,0.75,2678.97,25,5.82,892894.44
CMP0860,Affiliate,Existing Customers,109993.65,309788,10174,5.29,4649.23,30,37.78,1164783.43
CMP0861,Email,Existing Customers,164325.34,181413,8659,8.78,2898.44,68,50.46,1691127.24
CMP0862,Social Media,Price Sensitive,212100.27,1486305,30434,2.39,1900.92,84,22.06,778149.3
CMP0863,Social Media,Price Sensitive,289228.67,1141889,31172,0.98,1665.68,42,21.15,1046590.54
CMP0864,Social Media,Small Business,266986.13,797926,11239,3.11,4241.48,29,20.5,1066535.76
CMP0865,Display,Price Sensitive,162923.23,706966,5829,2.22,2226.36,79,35.36,946648.5
CMP0866,Email,Price Sensitive,395615.09,712490,29008,5.0,1811.73,46,35.38,1390658.55
CMP0867,Social Media,Small Business,408306.48,870914,20947,5.04,4633.01,41,16.07,1961882.27
CMP0868,Social Media,Price Sensitive,210413.68,552121,9509,1.86,1320.0,29,18.1,960440.39
CMP0869,Search,New Customers,293818.33,589154,23551,5.52,3687.59,16,23.84,1705185.65
